run_id,step_id,step_order,app,action,status,duration_ms,error_category,error_message
run_wf_shopify_orders_20260204T145105Z_0065,s1_get_order,1,Shopify,get_order,success,313,,
run_wf_shopify_orders_20260204T145105Z_0065,s2_validate,2,Code,run_python,success,724,,
run_wf_shopify_orders_20260204T145105Z_0065,s3_create_invoice,3,QuickBooks,create_invoice,success,251,,
run_wf_shopify_orders_20260204T145105Z_0065,s4_update_inventory,4,Shopify,update_product,success,103,,
run_wf_shopify_orders_20260204T145105Z_0065,s5_notify_warehouse,5,Slack,send_message,failed,110,INTERNAL,Transient internal error
run_wf_shopify_orders_20260204T145105Z_0065,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260204T145105Z_0065,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_support_router_20260204T162041Z_0000,s1_receive_ticket,1,Zendesk,get_ticket,success,418,,
run_wf_support_router_20260204T162041Z_0000,s2_classify,2,Code,run_python,success,80,,
run_wf_support_router_20260204T162041Z_0000,s3_route_slack,3,Slack,send_message,success,213,,
run_wf_support_router_20260204T162041Z_0000,s4_create_task,4,Asana,create_task,success,191,,
run_wf_support_router_20260204T162041Z_0000,s5_log_sheet,5,Google Sheets,add_row,success,315,,
run_wf_support_router_20260204T175005Z_0100,s1_receive_ticket,1,Zendesk,get_ticket,success,249,,
run_wf_support_router_20260204T175005Z_0100,s2_classify,2,Code,run_python,success,204,,
run_wf_support_router_20260204T175005Z_0100,s3_route_slack,3,Slack,send_message,success,114,,
run_wf_support_router_20260204T175005Z_0100,s4_create_task,4,Asana,create_task,success,196,,
run_wf_support_router_20260204T175005Z_0100,s5_log_sheet,5,Google Sheets,add_row,success,385,,
run_wf_support_router_20260204T182816Z_0022,s1_receive_ticket,1,Zendesk,get_ticket,success,245,,
run_wf_support_router_20260204T182816Z_0022,s2_classify,2,Code,run_python,success,390,,
run_wf_support_router_20260204T182816Z_0022,s3_route_slack,3,Slack,send_message,success,175,,
run_wf_support_router_20260204T182816Z_0022,s4_create_task,4,Asana,create_task,failed,117,BAD_INPUT,Transient bad_input error
run_wf_support_router_20260204T182816Z_0022,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_invoice_sync_20260204T185509Z_0003,s1_get_invoice,1,Stripe,get_invoice,success,335,,
run_wf_invoice_sync_20260204T185509Z_0003,s2_create_entry,2,QuickBooks,create_invoice,success,155,,
run_wf_invoice_sync_20260204T185509Z_0003,s3_notify,3,Slack,send_message,success,1333,,
run_wf_shopify_orders_20260204T191834Z_0191,s1_get_order,1,Shopify,get_order,success,682,,
run_wf_shopify_orders_20260204T191834Z_0191,s2_validate,2,Code,run_python,success,315,,
run_wf_shopify_orders_20260204T191834Z_0191,s3_create_invoice,3,QuickBooks,create_invoice,success,1060,,
run_wf_shopify_orders_20260204T191834Z_0191,s4_update_inventory,4,Shopify,update_product,success,280,,
run_wf_shopify_orders_20260204T191834Z_0191,s5_notify_warehouse,5,Slack,send_message,success,156,,
run_wf_shopify_orders_20260204T191834Z_0191,s6_update_crm,6,Salesforce,update_record,success,373,,
run_wf_shopify_orders_20260204T191834Z_0191,s7_log,7,Google Sheets,add_row,success,934,,
run_wf_shopify_orders_20260204T201123Z_0237,s1_get_order,1,Shopify,get_order,success,1027,,
run_wf_shopify_orders_20260204T201123Z_0237,s2_validate,2,Code,run_python,success,1125,,
run_wf_shopify_orders_20260204T201123Z_0237,s3_create_invoice,3,QuickBooks,create_invoice,success,407,,
run_wf_shopify_orders_20260204T201123Z_0237,s4_update_inventory,4,Shopify,update_product,success,644,,
run_wf_shopify_orders_20260204T201123Z_0237,s5_notify_warehouse,5,Slack,send_message,success,263,,
run_wf_shopify_orders_20260204T201123Z_0237,s6_update_crm,6,Salesforce,update_record,success,661,,
run_wf_shopify_orders_20260204T201123Z_0237,s7_log,7,Google Sheets,add_row,failed,1113,UNKNOWN,Transient unknown error
run_wf_lead_sync_20260204T212320Z_0071,s1_get_contact,1,HubSpot,get_contact,success,497,,
run_wf_lead_sync_20260204T212320Z_0071,s2_transform,2,Code,run_python,success,545,,
run_wf_lead_sync_20260204T212320Z_0071,s3_push_to_sf,3,Salesforce,create_lead,failed,322,BAD_INPUT,Transient bad_input error
run_wf_lead_sync_20260204T212320Z_0071,s4_notify,4,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260204T212510Z_0059,s1_get_order,1,Shopify,get_order,success,1087,,
run_wf_shopify_orders_20260204T212510Z_0059,s2_validate,2,Code,run_python,success,561,,
run_wf_shopify_orders_20260204T212510Z_0059,s3_create_invoice,3,QuickBooks,create_invoice,success,1040,,
run_wf_shopify_orders_20260204T212510Z_0059,s4_update_inventory,4,Shopify,update_product,failed,487,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260204T212510Z_0059,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260204T212510Z_0059,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260204T212510Z_0059,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_returns_20260204T213131Z_0003,s1_get_refund,1,Shopify,get_refund,success,313,,
run_wf_shopify_returns_20260204T213131Z_0003,s2_process,2,Code,run_python,success,136,,
run_wf_shopify_returns_20260204T213131Z_0003,s3_update_inventory,3,Shopify,update_product,success,248,,
run_wf_shopify_returns_20260204T213131Z_0003,s4_notify,4,Slack,send_message,success,638,,
run_wf_lead_sync_20260204T223353Z_0073,s1_get_contact,1,HubSpot,get_contact,success,400,,
run_wf_lead_sync_20260204T223353Z_0073,s2_transform,2,Code,run_python,success,314,,
run_wf_lead_sync_20260204T223353Z_0073,s3_push_to_sf,3,Salesforce,create_lead,success,322,,
run_wf_lead_sync_20260204T223353Z_0073,s4_notify,4,Slack,send_message,success,1155,,
run_wf_lead_sync_20260204T232018Z_0051,s1_get_contact,1,HubSpot,get_contact,success,487,,
run_wf_lead_sync_20260204T232018Z_0051,s2_transform,2,Code,run_python,success,447,,
run_wf_lead_sync_20260204T232018Z_0051,s3_push_to_sf,3,Salesforce,create_lead,success,285,,
run_wf_lead_sync_20260204T232018Z_0051,s4_notify,4,Slack,send_message,success,474,,
run_wf_support_router_20260204T234915Z_0088,s1_receive_ticket,1,Zendesk,get_ticket,success,115,,
run_wf_support_router_20260204T234915Z_0088,s2_classify,2,Code,run_python,success,274,,
run_wf_support_router_20260204T234915Z_0088,s3_route_slack,3,Slack,send_message,failed,265,TIMEOUT,Transient timeout error
run_wf_support_router_20260204T234915Z_0088,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260204T234915Z_0088,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_lead_sync_20260204T235132Z_0004,s1_get_contact,1,HubSpot,get_contact,success,261,,
run_wf_lead_sync_20260204T235132Z_0004,s2_transform,2,Code,run_python,success,526,,
run_wf_lead_sync_20260204T235132Z_0004,s3_push_to_sf,3,Salesforce,create_lead,success,164,,
run_wf_lead_sync_20260204T235132Z_0004,s4_notify,4,Slack,send_message,failed,650,TIMEOUT,Transient timeout error
run_wf_support_router_20260205T001120Z_0105,s1_receive_ticket,1,Zendesk,get_ticket,success,269,,
run_wf_support_router_20260205T001120Z_0105,s2_classify,2,Code,run_python,success,400,,
run_wf_support_router_20260205T001120Z_0105,s3_route_slack,3,Slack,send_message,success,225,,
run_wf_support_router_20260205T001120Z_0105,s4_create_task,4,Asana,create_task,success,91,,
run_wf_support_router_20260205T001120Z_0105,s5_log_sheet,5,Google Sheets,add_row,success,458,,
run_wf_support_router_20260205T012150Z_0004,s1_receive_ticket,1,Zendesk,get_ticket,success,176,,
run_wf_support_router_20260205T012150Z_0004,s2_classify,2,Code,run_python,success,526,,
run_wf_support_router_20260205T012150Z_0004,s3_route_slack,3,Slack,send_message,failed,325,BAD_INPUT,Transient bad_input error
run_wf_support_router_20260205T012150Z_0004,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260205T012150Z_0004,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260205T013306Z_0235,s1_get_order,1,Shopify,get_order,success,397,,
run_wf_shopify_orders_20260205T013306Z_0235,s2_validate,2,Code,run_python,success,896,,
run_wf_shopify_orders_20260205T013306Z_0235,s3_create_invoice,3,QuickBooks,create_invoice,success,193,,
run_wf_shopify_orders_20260205T013306Z_0235,s4_update_inventory,4,Shopify,update_product,success,153,,
run_wf_shopify_orders_20260205T013306Z_0235,s5_notify_warehouse,5,Slack,send_message,success,188,,
run_wf_shopify_orders_20260205T013306Z_0235,s6_update_crm,6,Salesforce,update_record,success,177,,
run_wf_shopify_orders_20260205T013306Z_0235,s7_log,7,Google Sheets,add_row,success,684,,
run_wf_shopify_orders_20260205T015835Z_0179,s1_get_order,1,Shopify,get_order,success,373,,
run_wf_shopify_orders_20260205T015835Z_0179,s2_validate,2,Code,run_python,success,388,,
run_wf_shopify_orders_20260205T015835Z_0179,s3_create_invoice,3,QuickBooks,create_invoice,success,532,,
run_wf_shopify_orders_20260205T015835Z_0179,s4_update_inventory,4,Shopify,update_product,success,294,,
run_wf_shopify_orders_20260205T015835Z_0179,s5_notify_warehouse,5,Slack,send_message,success,233,,
run_wf_shopify_orders_20260205T015835Z_0179,s6_update_crm,6,Salesforce,update_record,success,448,,
run_wf_shopify_orders_20260205T015835Z_0179,s7_log,7,Google Sheets,add_row,success,819,,
run_wf_shopify_orders_20260205T015958Z_0272,s1_get_order,1,Shopify,get_order,success,333,,
run_wf_shopify_orders_20260205T015958Z_0272,s2_validate,2,Code,run_python,success,800,,
run_wf_shopify_orders_20260205T015958Z_0272,s3_create_invoice,3,QuickBooks,create_invoice,success,231,,
run_wf_shopify_orders_20260205T015958Z_0272,s4_update_inventory,4,Shopify,update_product,success,372,,
run_wf_shopify_orders_20260205T015958Z_0272,s5_notify_warehouse,5,Slack,send_message,success,138,,
run_wf_shopify_orders_20260205T015958Z_0272,s6_update_crm,6,Salesforce,update_record,success,87,,
run_wf_shopify_orders_20260205T015958Z_0272,s7_log,7,Google Sheets,add_row,success,748,,
run_wf_support_router_20260205T024222Z_0074,s1_receive_ticket,1,Zendesk,get_ticket,success,397,,
run_wf_support_router_20260205T024222Z_0074,s2_classify,2,Code,run_python,success,232,,
run_wf_support_router_20260205T024222Z_0074,s3_route_slack,3,Slack,send_message,success,160,,
run_wf_support_router_20260205T024222Z_0074,s4_create_task,4,Asana,create_task,success,128,,
run_wf_support_router_20260205T024222Z_0074,s5_log_sheet,5,Google Sheets,add_row,success,246,,
run_wf_shopify_orders_20260205T024343Z_0217,s1_get_order,1,Shopify,get_order,success,1167,,
run_wf_shopify_orders_20260205T024343Z_0217,s2_validate,2,Code,run_python,success,852,,
run_wf_shopify_orders_20260205T024343Z_0217,s3_create_invoice,3,QuickBooks,create_invoice,success,394,,
run_wf_shopify_orders_20260205T024343Z_0217,s4_update_inventory,4,Shopify,update_product,failed,804,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260205T024343Z_0217,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260205T024343Z_0217,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260205T024343Z_0217,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_lead_sync_20260205T031408Z_0027,s1_get_contact,1,HubSpot,get_contact,success,937,,
run_wf_lead_sync_20260205T031408Z_0027,s2_transform,2,Code,run_python,success,425,,
run_wf_lead_sync_20260205T031408Z_0027,s3_push_to_sf,3,Salesforce,create_lead,success,169,,
run_wf_lead_sync_20260205T031408Z_0027,s4_notify,4,Slack,send_message,success,872,,
run_wf_support_router_20260205T064645Z_0008,s1_receive_ticket,1,Zendesk,get_ticket,success,273,,
run_wf_support_router_20260205T064645Z_0008,s2_classify,2,Code,run_python,success,114,,
run_wf_support_router_20260205T064645Z_0008,s3_route_slack,3,Slack,send_message,success,147,,
run_wf_support_router_20260205T064645Z_0008,s4_create_task,4,Asana,create_task,success,128,,
run_wf_support_router_20260205T064645Z_0008,s5_log_sheet,5,Google Sheets,add_row,failed,337,INTERNAL,Transient internal error
run_wf_invoice_sync_20260205T072644Z_0021,s1_get_invoice,1,Stripe,get_invoice,success,504,,
run_wf_invoice_sync_20260205T072644Z_0021,s2_create_entry,2,QuickBooks,create_invoice,success,236,,
run_wf_invoice_sync_20260205T072644Z_0021,s3_notify,3,Slack,send_message,success,1599,,
run_wf_invoice_sync_20260205T072947Z_0011,s1_get_invoice,1,Stripe,get_invoice,success,241,,
run_wf_invoice_sync_20260205T072947Z_0011,s2_create_entry,2,QuickBooks,create_invoice,success,386,,
run_wf_invoice_sync_20260205T072947Z_0011,s3_notify,3,Slack,send_message,success,1026,,
run_wf_shopify_orders_20260205T075646Z_0038,s1_get_order,1,Shopify,get_order,success,937,,
run_wf_shopify_orders_20260205T075646Z_0038,s2_validate,2,Code,run_python,success,320,,
run_wf_shopify_orders_20260205T075646Z_0038,s3_create_invoice,3,QuickBooks,create_invoice,success,556,,
run_wf_shopify_orders_20260205T075646Z_0038,s4_update_inventory,4,Shopify,update_product,success,265,,
run_wf_shopify_orders_20260205T075646Z_0038,s5_notify_warehouse,5,Slack,send_message,success,197,,
run_wf_shopify_orders_20260205T075646Z_0038,s6_update_crm,6,Salesforce,update_record,success,347,,
run_wf_shopify_orders_20260205T075646Z_0038,s7_log,7,Google Sheets,add_row,success,902,,
run_wf_support_router_20260205T081323Z_0084,s1_receive_ticket,1,Zendesk,get_ticket,success,527,,
run_wf_support_router_20260205T081323Z_0084,s2_classify,2,Code,run_python,success,166,,
run_wf_support_router_20260205T081323Z_0084,s3_route_slack,3,Slack,send_message,success,237,,
run_wf_support_router_20260205T081323Z_0084,s4_create_task,4,Asana,create_task,success,132,,
run_wf_support_router_20260205T081323Z_0084,s5_log_sheet,5,Google Sheets,add_row,success,427,,
run_wf_shopify_orders_20260205T082700Z_0132,s1_get_order,1,Shopify,get_order,success,406,,
run_wf_shopify_orders_20260205T082700Z_0132,s2_validate,2,Code,run_python,success,472,,
run_wf_shopify_orders_20260205T082700Z_0132,s3_create_invoice,3,QuickBooks,create_invoice,success,856,,
run_wf_shopify_orders_20260205T082700Z_0132,s4_update_inventory,4,Shopify,update_product,success,903,,
run_wf_shopify_orders_20260205T082700Z_0132,s5_notify_warehouse,5,Slack,send_message,success,441,,
run_wf_shopify_orders_20260205T082700Z_0132,s6_update_crm,6,Salesforce,update_record,success,354,,
run_wf_shopify_orders_20260205T082700Z_0132,s7_log,7,Google Sheets,add_row,success,565,,
run_wf_shopify_orders_20260205T102335Z_0225,s1_get_order,1,Shopify,get_order,success,1093,,
run_wf_shopify_orders_20260205T102335Z_0225,s2_validate,2,Code,run_python,success,406,,
run_wf_shopify_orders_20260205T102335Z_0225,s3_create_invoice,3,QuickBooks,create_invoice,success,361,,
run_wf_shopify_orders_20260205T102335Z_0225,s4_update_inventory,4,Shopify,update_product,failed,251,UNKNOWN,Transient unknown error
run_wf_shopify_orders_20260205T102335Z_0225,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260205T102335Z_0225,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260205T102335Z_0225,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_returns_20260205T110336Z_0023,s1_get_refund,1,Shopify,get_refund,success,313,,
run_wf_shopify_returns_20260205T110336Z_0023,s2_process,2,Code,run_python,success,296,,
run_wf_shopify_returns_20260205T110336Z_0023,s3_update_inventory,3,Shopify,update_product,success,193,,
run_wf_shopify_returns_20260205T110336Z_0023,s4_notify,4,Slack,send_message,success,1298,,
run_wf_support_router_20260205T114234Z_0062,s1_receive_ticket,1,Zendesk,get_ticket,success,275,,
run_wf_support_router_20260205T114234Z_0062,s2_classify,2,Code,run_python,success,71,,
run_wf_support_router_20260205T114234Z_0062,s3_route_slack,3,Slack,send_message,success,117,,
run_wf_support_router_20260205T114234Z_0062,s4_create_task,4,Asana,create_task,success,51,,
run_wf_support_router_20260205T114234Z_0062,s5_log_sheet,5,Google Sheets,add_row,success,333,,
run_wf_support_router_20260205T120128Z_0055,s1_receive_ticket,1,Zendesk,get_ticket,success,170,,
run_wf_support_router_20260205T120128Z_0055,s2_classify,2,Code,run_python,success,140,,
run_wf_support_router_20260205T120128Z_0055,s3_route_slack,3,Slack,send_message,success,141,,
run_wf_support_router_20260205T120128Z_0055,s4_create_task,4,Asana,create_task,success,152,,
run_wf_support_router_20260205T120128Z_0055,s5_log_sheet,5,Google Sheets,add_row,success,269,,
run_wf_shopify_orders_20260205T120554Z_0130,s1_get_order,1,Shopify,get_order,failed,429,BAD_INPUT,Transient bad_input error
run_wf_shopify_orders_20260205T120554Z_0130,s2_validate,2,Code,run_python,skipped,0,,
run_wf_shopify_orders_20260205T120554Z_0130,s3_create_invoice,3,QuickBooks,create_invoice,skipped,0,,
run_wf_shopify_orders_20260205T120554Z_0130,s4_update_inventory,4,Shopify,update_product,skipped,0,,
run_wf_shopify_orders_20260205T120554Z_0130,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260205T120554Z_0130,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260205T120554Z_0130,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_invoice_sync_20260205T124958Z_0010,s1_get_invoice,1,Stripe,get_invoice,success,288,,
run_wf_invoice_sync_20260205T124958Z_0010,s2_create_entry,2,QuickBooks,create_invoice,success,230,,
run_wf_invoice_sync_20260205T124958Z_0010,s3_notify,3,Slack,send_message,success,948,,
run_wf_support_router_20260205T134946Z_0069,s1_receive_ticket,1,Zendesk,get_ticket,success,258,,
run_wf_support_router_20260205T134946Z_0069,s2_classify,2,Code,run_python,success,115,,
run_wf_support_router_20260205T134946Z_0069,s3_route_slack,3,Slack,send_message,success,99,,
run_wf_support_router_20260205T134946Z_0069,s4_create_task,4,Asana,create_task,success,164,,
run_wf_support_router_20260205T134946Z_0069,s5_log_sheet,5,Google Sheets,add_row,success,400,,
run_wf_support_router_20260205T142702Z_0083,s1_receive_ticket,1,Zendesk,get_ticket,success,633,,
run_wf_support_router_20260205T142702Z_0083,s2_classify,2,Code,run_python,success,306,,
run_wf_support_router_20260205T142702Z_0083,s3_route_slack,3,Slack,send_message,success,166,,
run_wf_support_router_20260205T142702Z_0083,s4_create_task,4,Asana,create_task,success,96,,
run_wf_support_router_20260205T142702Z_0083,s5_log_sheet,5,Google Sheets,add_row,success,532,,
run_wf_lead_sync_20260205T142922Z_0029,s1_get_contact,1,HubSpot,get_contact,success,385,,
run_wf_lead_sync_20260205T142922Z_0029,s2_transform,2,Code,run_python,success,191,,
run_wf_lead_sync_20260205T142922Z_0029,s3_push_to_sf,3,Salesforce,create_lead,success,339,,
run_wf_lead_sync_20260205T142922Z_0029,s4_notify,4,Slack,send_message,success,1070,,
run_wf_shopify_orders_20260205T154230Z_0203,s1_get_order,1,Shopify,get_order,success,499,,
run_wf_shopify_orders_20260205T154230Z_0203,s2_validate,2,Code,run_python,success,787,,
run_wf_shopify_orders_20260205T154230Z_0203,s3_create_invoice,3,QuickBooks,create_invoice,success,277,,
run_wf_shopify_orders_20260205T154230Z_0203,s4_update_inventory,4,Shopify,update_product,success,613,,
run_wf_shopify_orders_20260205T154230Z_0203,s5_notify_warehouse,5,Slack,send_message,success,329,,
run_wf_shopify_orders_20260205T154230Z_0203,s6_update_crm,6,Salesforce,update_record,success,225,,
run_wf_shopify_orders_20260205T154230Z_0203,s7_log,7,Google Sheets,add_row,failed,420,INTERNAL,Transient internal error
run_wf_lead_sync_20260205T155433Z_0067,s1_get_contact,1,HubSpot,get_contact,success,610,,
run_wf_lead_sync_20260205T155433Z_0067,s2_transform,2,Code,run_python,success,392,,
run_wf_lead_sync_20260205T155433Z_0067,s3_push_to_sf,3,Salesforce,create_lead,success,136,,
run_wf_lead_sync_20260205T155433Z_0067,s4_notify,4,Slack,send_message,success,964,,
run_wf_shopify_orders_20260205T164630Z_0271,s1_get_order,1,Shopify,get_order,success,948,,
run_wf_shopify_orders_20260205T164630Z_0271,s2_validate,2,Code,run_python,success,790,,
run_wf_shopify_orders_20260205T164630Z_0271,s3_create_invoice,3,QuickBooks,create_invoice,success,718,,
run_wf_shopify_orders_20260205T164630Z_0271,s4_update_inventory,4,Shopify,update_product,success,332,,
run_wf_shopify_orders_20260205T164630Z_0271,s5_notify_warehouse,5,Slack,send_message,success,207,,
run_wf_shopify_orders_20260205T164630Z_0271,s6_update_crm,6,Salesforce,update_record,success,107,,
run_wf_shopify_orders_20260205T164630Z_0271,s7_log,7,Google Sheets,add_row,success,768,,
run_wf_shopify_orders_20260205T170146Z_0037,s1_get_order,1,Shopify,get_order,success,804,,
run_wf_shopify_orders_20260205T170146Z_0037,s2_validate,2,Code,run_python,success,365,,
run_wf_shopify_orders_20260205T170146Z_0037,s3_create_invoice,3,QuickBooks,create_invoice,success,239,,
run_wf_shopify_orders_20260205T170146Z_0037,s4_update_inventory,4,Shopify,update_product,success,277,,
run_wf_shopify_orders_20260205T170146Z_0037,s5_notify_warehouse,5,Slack,send_message,success,326,,
run_wf_shopify_orders_20260205T170146Z_0037,s6_update_crm,6,Salesforce,update_record,success,133,,
run_wf_shopify_orders_20260205T170146Z_0037,s7_log,7,Google Sheets,add_row,success,442,,
run_wf_lead_sync_20260205T171805Z_0049,s1_get_contact,1,HubSpot,get_contact,failed,390,INTERNAL,Transient internal error
run_wf_lead_sync_20260205T171805Z_0049,s2_transform,2,Code,run_python,skipped,0,,
run_wf_lead_sync_20260205T171805Z_0049,s3_push_to_sf,3,Salesforce,create_lead,skipped,0,,
run_wf_lead_sync_20260205T171805Z_0049,s4_notify,4,Slack,send_message,skipped,0,,
run_wf_support_router_20260205T174544Z_0078,s1_receive_ticket,1,Zendesk,get_ticket,failed,270,UNKNOWN,Transient unknown error
run_wf_support_router_20260205T174544Z_0078,s2_classify,2,Code,run_python,skipped,0,,
run_wf_support_router_20260205T174544Z_0078,s3_route_slack,3,Slack,send_message,skipped,0,,
run_wf_support_router_20260205T174544Z_0078,s4_create_task,4,Asana,create_task,skipped,0,,
run_wf_support_router_20260205T174544Z_0078,s5_log_sheet,5,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260205T180155Z_0023,s1_get_order,1,Shopify,get_order,success,902,,
run_wf_shopify_orders_20260205T180155Z_0023,s2_validate,2,Code,run_python,success,296,,
run_wf_shopify_orders_20260205T180155Z_0023,s3_create_invoice,3,QuickBooks,create_invoice,success,356,,
run_wf_shopify_orders_20260205T180155Z_0023,s4_update_inventory,4,Shopify,update_product,success,318,,
run_wf_shopify_orders_20260205T180155Z_0023,s5_notify_warehouse,5,Slack,send_message,success,118,,
run_wf_shopify_orders_20260205T180155Z_0023,s6_update_crm,6,Salesforce,update_record,success,177,,
run_wf_shopify_orders_20260205T180155Z_0023,s7_log,7,Google Sheets,add_row,success,451,,
run_wf_shopify_orders_20260205T190405Z_0118,s1_get_order,1,Shopify,get_order,success,885,,
run_wf_shopify_orders_20260205T190405Z_0118,s2_validate,2,Code,run_python,success,470,,
run_wf_shopify_orders_20260205T190405Z_0118,s3_create_invoice,3,QuickBooks,create_invoice,success,967,,
run_wf_shopify_orders_20260205T190405Z_0118,s4_update_inventory,4,Shopify,update_product,success,391,,
run_wf_shopify_orders_20260205T190405Z_0118,s5_notify_warehouse,5,Slack,send_message,success,215,,
run_wf_shopify_orders_20260205T190405Z_0118,s6_update_crm,6,Salesforce,update_record,success,207,,
run_wf_shopify_orders_20260205T190405Z_0118,s7_log,7,Google Sheets,add_row,success,941,,
run_wf_support_router_20260205T195621Z_0023,s1_receive_ticket,1,Zendesk,get_ticket,success,243,,
run_wf_support_router_20260205T195621Z_0023,s2_classify,2,Code,run_python,success,227,,
run_wf_support_router_20260205T195621Z_0023,s3_route_slack,3,Slack,send_message,success,292,,
run_wf_support_router_20260205T195621Z_0023,s4_create_task,4,Asana,create_task,success,77,,
run_wf_support_router_20260205T195621Z_0023,s5_log_sheet,5,Google Sheets,add_row,success,493,,
run_wf_shopify_orders_20260205T220200Z_0069,s1_get_order,1,Shopify,get_order,success,794,,
run_wf_shopify_orders_20260205T220200Z_0069,s2_validate,2,Code,run_python,success,865,,
run_wf_shopify_orders_20260205T220200Z_0069,s3_create_invoice,3,QuickBooks,create_invoice,success,296,,
run_wf_shopify_orders_20260205T220200Z_0069,s4_update_inventory,4,Shopify,update_product,success,538,,
run_wf_shopify_orders_20260205T220200Z_0069,s5_notify_warehouse,5,Slack,send_message,success,243,,
run_wf_shopify_orders_20260205T220200Z_0069,s6_update_crm,6,Salesforce,update_record,success,197,,
run_wf_shopify_orders_20260205T220200Z_0069,s7_log,7,Google Sheets,add_row,success,386,,
run_wf_shopify_orders_20260205T231238Z_0022,s1_get_order,1,Shopify,get_order,success,944,,
run_wf_shopify_orders_20260205T231238Z_0022,s2_validate,2,Code,run_python,success,217,,
run_wf_shopify_orders_20260205T231238Z_0022,s3_create_invoice,3,QuickBooks,create_invoice,success,284,,
run_wf_shopify_orders_20260205T231238Z_0022,s4_update_inventory,4,Shopify,update_product,success,289,,
run_wf_shopify_orders_20260205T231238Z_0022,s5_notify_warehouse,5,Slack,send_message,success,227,,
run_wf_shopify_orders_20260205T231238Z_0022,s6_update_crm,6,Salesforce,update_record,success,248,,
run_wf_shopify_orders_20260205T231238Z_0022,s7_log,7,Google Sheets,add_row,success,525,,
run_wf_shopify_orders_20260205T232551Z_0084,s1_get_order,1,Shopify,get_order,success,913,,
run_wf_shopify_orders_20260205T232551Z_0084,s2_validate,2,Code,run_python,success,487,,
run_wf_shopify_orders_20260205T232551Z_0084,s3_create_invoice,3,QuickBooks,create_invoice,success,283,,
run_wf_shopify_orders_20260205T232551Z_0084,s4_update_inventory,4,Shopify,update_product,success,319,,
run_wf_shopify_orders_20260205T232551Z_0084,s5_notify_warehouse,5,Slack,send_message,success,247,,
run_wf_shopify_orders_20260205T232551Z_0084,s6_update_crm,6,Salesforce,update_record,success,117,,
run_wf_shopify_orders_20260205T232551Z_0084,s7_log,7,Google Sheets,add_row,success,299,,
run_wf_lead_sync_20260205T234830Z_0066,s1_get_contact,1,HubSpot,get_contact,success,550,,
run_wf_lead_sync_20260205T234830Z_0066,s2_transform,2,Code,run_python,success,496,,
run_wf_lead_sync_20260205T234830Z_0066,s3_push_to_sf,3,Salesforce,create_lead,success,597,,
run_wf_lead_sync_20260205T234830Z_0066,s4_notify,4,Slack,send_message,success,1088,,
run_wf_shopify_orders_20260206T000436Z_0128,s1_get_order,1,Shopify,get_order,success,1624,,
run_wf_shopify_orders_20260206T000436Z_0128,s2_validate,2,Code,run_python,success,540,,
run_wf_shopify_orders_20260206T000436Z_0128,s3_create_invoice,3,QuickBooks,create_invoice,success,315,,
run_wf_shopify_orders_20260206T000436Z_0128,s4_update_inventory,4,Shopify,update_product,failed,758,UNKNOWN,Transient unknown error
run_wf_shopify_orders_20260206T000436Z_0128,s5_notify_warehouse,5,Slack,send_message,skipped,0,,
run_wf_shopify_orders_20260206T000436Z_0128,s6_update_crm,6,Salesforce,update_record,skipped,0,,
run_wf_shopify_orders_20260206T000436Z_0128,s7_log,7,Google Sheets,add_row,skipped,0,,
run_wf_shopify_orders_20260206T013106Z_0100,s1_get_order,1,Shopify,get_order,success,776,,
run_wf_shopify_orders_20260206T013106Z_0100,s2_validate,2,Code,run_python,success,541,,
run_wf_shopify_orders_20260206T013106Z_0100,s3_create_invoice,3,QuickBooks,create_invoice,success,414,,
run_wf_shopify_orders_20260206T013106Z_0100,s4_update_inventory,4,Shopify,update_product,success,427,,
